id,verse_id,word_position,text_arabic,transliteration,translation_english,created_at,updated_at,grammar_info
4105,817,4,سَوۡطَ,sawṭa,scourge,2025-12-08 23:34:51.746267+00,2025-12-09 00:00:10.347715+00,"{""case"":""accusative"",""features"":[""root:سوط"",""accusative""],""part_of_speech"":""Noun""}"
4106,817,5,عَذَابٍ,ʿadhābin,(of) punishment,2025-12-08 23:34:51.746267+00,2025-12-09 00:00:10.400202+00,"{""case"":""genitive"",""features"":[""root:عذب"",""genitive""],""part_of_speech"":""Noun""}"
4107,818,1,إِنَّ,inna,Indeed,2025-12-08 23:34:51.796424+00,2025-12-09 00:00:10.544431+00,"{""case"":""accusative"",""features"":[""accusative""],""part_of_speech"":""Particle""}"
4108,818,2,رَبَّكَ,rabbaka,your Lord,2025-12-08 23:34:51.796424+00,2025-12-09 00:00:10.593944+00,"{""case"":""accusative"",""features"":[""noun"",""pronoun"",""root:ربب""],""part_of_speech"":""noun_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""singular"",""pronoun_person"":""second""}"
4109,818,3,لَبِٱلۡمِرۡصَادِ,labil-mir'ṣādi,(is) surely Ever Watchful,2025-12-08 23:34:51.796424+00,2025-12-09 00:00:10.644137+00,"{""case"":""genitive"",""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
4110,819,1,فَأَمَّا,fa-ammā,And as for,2025-12-08 23:34:51.846233+00,2025-12-09 00:00:10.789745+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
4111,819,2,ٱلۡإِنسَٰنُ,l-insānu,man,2025-12-08 23:34:51.846233+00,2025-12-09 00:00:10.841381+00,"{""case"":""nominative"",""features"":[""root:أنس"",""nominative""],""part_of_speech"":""Noun""}"
4112,819,3,إِذَا,idhā,when,2025-12-08 23:34:51.846233+00,2025-12-09 00:00:10.886476+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
4113,819,4,مَا,mā,does,2025-12-08 23:34:51.846233+00,2025-12-09 00:00:10.94443+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
4114,819,5,ٱبۡتَلَىٰهُ,ib'talāhu,try him,2025-12-08 23:34:51.846233+00,2025-12-09 00:00:10.993387+00,"{""form"":""8"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""features"":[""verb"",""pronoun"",""root:بلو""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""singular"",""pronoun_person"":""third""}"
4115,819,6,رَبُّهُۥ,rabbuhu,his Lord,2025-12-08 23:34:51.846233+00,2025-12-09 00:00:11.047886+00,"{""case"":""nominative"",""features"":[""noun"",""pronoun"",""root:ربب""],""part_of_speech"":""noun_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""singular"",""pronoun_person"":""third""}"
4116,819,7,فَأَكۡرَمَهُۥ,fa-akramahu,and is generous to him,2025-12-08 23:34:51.846233+00,2025-12-09 00:00:11.097279+00,"{""form"":""4"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""features"":[""verb"",""pronoun"",""root:كرم""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""singular"",""pronoun_person"":""third""}"
4117,819,8,وَنَعَّمَهُۥ,wanaʿʿamahu,and favors him,2025-12-08 23:34:51.846233+00,2025-12-09 00:00:11.148651+00,"{""form"":""2"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""person"":""second"",""features"":[""verb"",""pronoun"",""root:نعم""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""singular"",""pronoun_person"":""third""}"
4118,819,9,فَيَقُولُ,fayaqūlu,he says,2025-12-08 23:34:51.846233+00,2025-12-09 00:00:11.197798+00,"{""form"":""1"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""gender"":""masculine"",""number"":""plural"",""person"":""first"",""features"":[""root:قول"",""masculine singular"",""masculine plural""],""part_of_speech"":""Verb""}"
4119,819,10,رَبِّيٓ,rabbī,My Lord,2025-12-08 23:34:51.846233+00,2025-12-09 00:00:11.251494+00,"{""case"":""nominative"",""features"":[""noun"",""pronoun"",""root:ربب""],""part_of_speech"":""noun_pronoun"",""pronoun_number"":""singular"",""pronoun_person"":""first""}"
4120,819,11,أَكۡرَمَنِ,akramani,has honored me,2025-12-08 23:34:51.846233+00,2025-12-09 00:00:11.30938+00,"{""form"":""4"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""features"":[""verb"",""pronoun"",""root:كرم""],""part_of_speech"":""verb_pronoun"",""pronoun_number"":""singular"",""pronoun_person"":""first""}"
4121,820,1,وَأَمَّآ,wa-ammā,But,2025-12-08 23:34:51.89832+00,2025-12-09 00:00:11.471898+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
4122,820,2,إِذَا,idhā,when,2025-12-08 23:34:51.89832+00,2025-12-09 00:00:11.519182+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
4123,820,3,مَا,mā,does,2025-12-08 23:34:51.89832+00,2025-12-09 00:00:11.569747+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
4124,820,4,ٱبۡتَلَىٰهُ,ib'talāhu,He try him,2025-12-08 23:34:51.89832+00,2025-12-09 00:00:11.619042+00,"{""form"":""8"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""features"":[""verb"",""pronoun"",""root:بلو""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""singular"",""pronoun_person"":""third""}"
4125,820,5,فَقَدَرَ,faqadara,and restricts,2025-12-08 23:34:51.89832+00,2025-12-09 00:00:11.671523+00,"{""form"":""1"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""gender"":""masculine"",""number"":""singular"",""person"":""first"",""features"":[""root:قدر"",""masculine singular""],""part_of_speech"":""Verb""}"
4126,820,6,عَلَيۡهِ,ʿalayhi,for him,2025-12-08 23:34:51.89832+00,2025-12-09 00:00:11.721976+00,"{""gender"":""masculine"",""number"":""singular"",""features"":[""masculine singular""],""part_of_speech"":""Particle""}"
4127,820,7,رِزۡقَهُۥ,riz'qahu,his provision,2025-12-08 23:34:51.89832+00,2025-12-09 00:00:11.771318+00,"{""case"":""accusative"",""features"":[""noun"",""pronoun"",""root:رزق""],""part_of_speech"":""noun_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""singular"",""pronoun_person"":""third""}"
4128,820,8,فَيَقُولُ,fayaqūlu,then he says,2025-12-08 23:34:51.89832+00,2025-12-09 00:00:11.827373+00,"{""form"":""1"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""gender"":""masculine"",""number"":""plural"",""person"":""first"",""features"":[""root:قول"",""masculine singular"",""masculine plural""],""part_of_speech"":""Verb""}"
4129,820,9,رَبِّيٓ,rabbī,My Lord,2025-12-08 23:34:51.89832+00,2025-12-09 00:00:11.881104+00,"{""case"":""nominative"",""features"":[""noun"",""pronoun"",""root:ربب""],""part_of_speech"":""noun_pronoun"",""pronoun_number"":""singular"",""pronoun_person"":""first""}"
4130,820,10,أَهَٰنَنِ,ahānani,(has) humiliated me,2025-12-08 23:34:51.89832+00,2025-12-09 00:00:11.927239+00,"{""form"":""4"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""features"":[""verb"",""pronoun"",""root:هون""],""part_of_speech"":""verb_pronoun"",""pronoun_number"":""singular"",""pronoun_person"":""first""}"
4131,821,1,كَلَّاۖ,kallā,Nay,2025-12-08 23:34:51.946869+00,2025-12-09 00:00:12.122745+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
4132,821,2,بَل,bal,But,2025-12-08 23:34:51.946869+00,2025-12-09 00:00:12.176835+00,"{""features"":[""preposition""],""part_of_speech"":""Preposition""}"
4133,821,3,لَّا,lā,not,2025-12-08 23:34:51.946869+00,2025-12-09 00:00:12.220146+00,"{""features"":[""preposition""],""part_of_speech"":""Preposition""}"
4134,821,4,تُكۡرِمُونَ,tuk'rimūna,you honor,2025-12-08 23:34:51.946869+00,2025-12-09 00:00:12.264465+00,"{""form"":""4"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""features"":[""verb"",""pronoun"",""root:كرم""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""second""}"
4135,821,5,ٱلۡيَتِيمَ,l-yatīma,the orphan,2025-12-08 23:34:51.946869+00,2025-12-09 00:00:12.314238+00,"{""case"":""accusative"",""gender"":""masculine"",""number"":""singular"",""features"":[""root:يتم"",""masculine singular"",""accusative""],""part_of_speech"":""Noun""}"
4136,822,1,وَلَا,walā,And not,2025-12-08 23:34:51.996831+00,2025-12-09 00:00:12.459245+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
4137,822,2,تَحَـٰٓضُّونَ,taḥāḍḍūna,you feel the urge,2025-12-08 23:34:51.996831+00,2025-12-09 00:00:12.504373+00,"{""form"":""6"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""features"":[""verb"",""pronoun"",""root:حضض""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""second""}"
4138,822,3,عَلَىٰ,ʿalā,to,2025-12-08 23:34:51.996831+00,2025-12-09 00:00:12.546812+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
4139,822,4,طَعَامِ,ṭaʿāmi,feed,2025-12-08 23:34:51.996831+00,2025-12-09 00:00:12.589482+00,"{""case"":""genitive"",""features"":[""root:طعم"",""genitive""],""part_of_speech"":""Noun""}"
4140,822,5,ٱلۡمِسۡكِينِ,l-mis'kīni,the poor,2025-12-08 23:34:51.996831+00,2025-12-09 00:00:12.633642+00,"{""case"":""genitive"",""gender"":""masculine"",""number"":""singular"",""features"":[""root:سكن"",""masculine singular"",""genitive""],""part_of_speech"":""Noun""}"
4141,823,1,وَتَأۡكُلُونَ,watakulūna,And you consume,2025-12-08 23:34:52.045475+00,2025-12-09 00:00:12.764679+00,"{""form"":""1"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""person"":""first"",""features"":[""verb"",""pronoun"",""root:أكل""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""second""}"
4142,823,2,ٱلتُّرَاثَ,l-turātha,the inheritance,2025-12-08 23:34:52.045475+00,2025-12-09 00:00:12.807498+00,"{""case"":""accusative"",""features"":[""root:ورث"",""accusative""],""part_of_speech"":""Noun""}"
4143,823,3,أَكۡلٗا,aklan,devouring,2025-12-08 23:34:52.045475+00,2025-12-09 00:00:12.850708+00,"{""case"":""accusative"",""features"":[""root:أكل"",""accusative""],""part_of_speech"":""Noun""}"
4144,823,4,لَّمّٗا,lamman,altogether,2025-12-08 23:34:52.045475+00,2025-12-09 00:00:12.896226+00,"{""case"":""accusative"",""features"":[""root:لمم"",""accusative""],""part_of_speech"":""Noun""}"
4145,824,1,وَتُحِبُّونَ,watuḥibbūna,And you love,2025-12-08 23:34:52.092362+00,2025-12-09 00:00:13.029204+00,"{""form"":""4"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""features"":[""verb"",""pronoun"",""root:حبب""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""second""}"
4146,824,2,ٱلۡمَالَ,l-māla,wealth,2025-12-08 23:34:52.092362+00,2025-12-09 00:00:13.073426+00,"{""case"":""accusative"",""features"":[""root:مول"",""accusative""],""part_of_speech"":""Noun""}"
4147,824,3,حُبّٗا,ḥubban,(with) love,2025-12-08 23:34:52.092362+00,2025-12-09 00:00:13.121719+00,"{""case"":""accusative"",""features"":[""root:حبب"",""accusative""],""part_of_speech"":""Noun""}"
4148,824,4,جَمّٗا,jamman,immense,2025-12-08 23:34:52.092362+00,2025-12-09 00:00:13.170858+00,"{""case"":""accusative"",""gender"":""masculine"",""number"":""singular"",""features"":[""root:جمم"",""masculine singular"",""accusative""],""part_of_speech"":""Noun""}"
4149,825,1,كَلَّآۖ,kallā,Nay,2025-12-08 23:34:52.155914+00,2025-12-09 00:00:13.30726+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
4150,825,2,إِذَا,idhā,When,2025-12-08 23:34:52.155914+00,2025-12-09 00:00:13.350678+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
4151,825,3,دُكَّتِ,dukkati,is leveled,2025-12-08 23:34:52.155914+00,2025-12-09 00:00:13.398049+00,"{""form"":""1"",""tense"":""past"",""voice"":""passive"",""aspect"":""perfect"",""gender"":""feminine"",""number"":""singular"",""person"":""first"",""features"":[""root:دكك"",""feminine singular"",""passive""],""part_of_speech"":""Verb""}"
4152,825,4,ٱلۡأَرۡضُ,l-arḍu,the earth,2025-12-08 23:34:52.155914+00,2025-12-09 00:00:13.443609+00,"{""case"":""nominative"",""features"":[""root:أرض"",""nominative""],""part_of_speech"":""Noun""}"
4153,825,5,دَكّٗا,dakkan,pounded,2025-12-08 23:34:52.155914+00,2025-12-09 00:00:13.490724+00,"{""case"":""accusative"",""features"":[""root:دكك"",""accusative""],""part_of_speech"":""Noun""}"
4154,825,6,دَكّٗا,dakkan,(and) crushed,2025-12-08 23:34:52.155914+00,2025-12-09 00:00:13.536981+00,"{""case"":""accusative"",""features"":[""root:دكك"",""accusative""],""part_of_speech"":""Noun""}"
4155,826,1,وَجَآءَ,wajāa,And comes,2025-12-08 23:34:52.208599+00,2025-12-09 00:00:13.671989+00,"{""form"":""1"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""gender"":""masculine"",""number"":""singular"",""person"":""first"",""features"":[""root:جيأ"",""masculine singular""],""part_of_speech"":""Verb""}"
4156,826,2,رَبُّكَ,rabbuka,your Lord,2025-12-08 23:34:52.208599+00,2025-12-09 00:00:13.719277+00,"{""case"":""nominative"",""features"":[""noun"",""pronoun"",""root:ربب""],""part_of_speech"":""noun_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""singular"",""pronoun_person"":""second""}"
4157,826,3,وَٱلۡمَلَكُ,wal-malaku,and the Angels,2025-12-08 23:34:52.208599+00,2025-12-09 00:00:13.766258+00,"{""case"":""nominative"",""features"":[""root:ملك"",""nominative""],""part_of_speech"":""Noun""}"
4158,826,4,صَفّٗا,ṣaffan,rank,2025-12-08 23:34:52.208599+00,2025-12-09 00:00:13.808801+00,"{""case"":""accusative"",""features"":[""root:صفف"",""accusative""],""part_of_speech"":""Noun""}"
4159,826,5,صَفّٗا,ṣaffan,(upon) rank,2025-12-08 23:34:52.208599+00,2025-12-09 00:00:13.852471+00,"{""case"":""accusative"",""features"":[""root:صفف"",""accusative""],""part_of_speech"":""Noun""}"
4160,827,1,وَجِاْيٓءَ,wajīa,And is brought,2025-12-08 23:34:52.258451+00,2025-12-09 00:00:14.001126+00,"{""form"":""1"",""tense"":""past"",""voice"":""passive"",""aspect"":""perfect"",""gender"":""masculine"",""number"":""singular"",""person"":""first"",""features"":[""root:جيأ"",""masculine singular"",""passive""],""part_of_speech"":""Verb""}"
4161,827,2,يَوۡمَئِذِۭ,yawma-idhin,that Day,2025-12-08 23:34:52.258451+00,2025-12-09 00:00:14.047071+00,"{""features"":[""root:يوم""],""part_of_speech"":""Noun""}"
4162,827,3,بِجَهَنَّمَۚ,bijahannama,Hell,2025-12-08 23:34:52.258451+00,2025-12-09 00:00:14.115343+00,"{""case"":""genitive"",""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
4163,827,4,يَوۡمَئِذٖ,yawma-idhin,That Day,2025-12-08 23:34:52.258451+00,2025-12-09 00:00:14.159094+00,"{""features"":[""root:يوم""],""part_of_speech"":""Noun""}"
4164,827,5,يَتَذَكَّرُ,yatadhakkaru,will remember,2025-12-08 23:34:52.258451+00,2025-12-09 00:00:14.203709+00,"{""form"":""5"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:ذكر"",""masculine singular"",""masculine plural""],""part_of_speech"":""Verb""}"
4165,827,6,ٱلۡإِنسَٰنُ,l-insānu,man,2025-12-08 23:34:52.258451+00,2025-12-09 00:00:14.250858+00,"{""case"":""nominative"",""features"":[""root:أنس"",""nominative""],""part_of_speech"":""Noun""}"
4166,827,7,وَأَنَّىٰ,wa-annā,but how,2025-12-08 23:34:52.258451+00,2025-12-09 00:00:14.297394+00,"{""case"":""accusative"",""features"":[""accusative""],""part_of_speech"":""Noun""}"
4167,827,8,لَهُ,lahu,(will be) for him,2025-12-08 23:34:52.258451+00,2025-12-09 00:00:14.341026+00,"{""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
4168,827,9,ٱلذِّكۡرَىٰ,l-dhik'rā,the remembrance,2025-12-08 23:34:52.258451+00,2025-12-09 00:00:14.386728+00,"{""case"":""nominative"",""features"":[""root:ذكر"",""nominative""],""part_of_speech"":""Noun""}"
4169,828,1,يَقُولُ,yaqūlu,He will say,2025-12-08 23:34:52.311218+00,2025-12-09 00:00:14.530465+00,"{""form"":""1"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""gender"":""masculine"",""number"":""plural"",""person"":""first"",""features"":[""root:قول"",""masculine singular"",""masculine plural""],""part_of_speech"":""Verb""}"
4170,828,2,يَٰلَيۡتَنِي,yālaytanī,O I wish,2025-12-08 23:34:52.311218+00,2025-12-09 00:00:14.588749+00,"{""case"":""accusative"",""features"":[""accusative""],""part_of_speech"":""Particle""}"
4171,828,3,قَدَّمۡتُ,qaddamtu,I had sent forth,2025-12-08 23:34:52.311218+00,2025-12-09 00:00:14.642541+00,"{""form"":""2"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""person"":""second"",""features"":[""verb"",""pronoun"",""root:قدم""],""part_of_speech"":""verb_pronoun"",""pronoun_number"":""singular"",""pronoun_person"":""first""}"
4172,828,4,لِحَيَاتِي,liḥayātī,for my life,2025-12-08 23:34:52.311218+00,2025-12-09 00:00:14.697982+00,"{""case"":""genitive"",""features"":[""noun"",""pronoun"",""root:حيي""],""part_of_speech"":""noun_pronoun"",""pronoun_number"":""singular"",""pronoun_person"":""first""}"
4173,829,1,فَيَوۡمَئِذٖ,fayawma-idhin,So that Day,2025-12-08 23:34:52.361676+00,2025-12-09 00:00:14.833547+00,"{""features"":[""root:يوم""],""part_of_speech"":""Noun""}"
4174,829,2,لَّا,lā,not,2025-12-08 23:34:52.361676+00,2025-12-09 00:00:14.883689+00,"{""features"":[""preposition""],""part_of_speech"":""Preposition""}"
4175,829,3,يُعَذِّبُ,yuʿadhibu,will punish,2025-12-08 23:34:52.361676+00,2025-12-09 00:00:14.927512+00,"{""form"":""2"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""gender"":""masculine"",""number"":""plural"",""person"":""second"",""features"":[""root:عذب"",""masculine singular"",""masculine plural""],""part_of_speech"":""Verb""}"
